time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1523504581.19227195,0.01219311,10376,0.00197322,0.00000000,0,0.00000000,721497,721925,698,0.00000018
1523504581.29312801,0.01402244,10408,0.00267817,0.00000000,0,0.00000000,721925,722269,768,0.00000021
1523504581.39398909,0.01338426,10469,0.00188289,0.00000000,0,0.00000000,722269,722694,739,0.00000020
1523504581.49483991,0.01282995,10507,0.00230176,0.00000000,0,0.00000000,722694,723035,688,0.00000030
1523504581.59570789,0.01279989,10541,0.00215288,0.00000000,0,0.00000000,723035,723384,724,0.00000013
1523504581.69656610,0.01018062,7858,0.00145813,0.00000000,0,0.00000000,723384,723657,515,0.00000019
1523504581.79741597,0.01157092,7906,0.00192093,0.00000000,0,0.00000000,723657,723914,532,0.00000020
1523504581.89827394,0.01150730,7952,0.00179180,0.00000000,0,0.00000000,723914,724263,606,0.00000017
1523504581.99913311,0.01215431,7988,0.00192843,0.00000000,0,0.00000000,724202,724505,583,0.00000016
1523504582.09999108,0.01147113,8014,0.00215738,0.00000000,0,0.00000000,724505,724787,585,0.00000019
1523504582.20085597,0.01321549,8075,0.00241287,0.00000000,0,0.00000000,724787,725136,565,0.00000019
1523504582.30170798,0.01274150,8134,0.00233146,0.00000000,0,0.00000000,725136,725381,558,0.00000019
1523504582.40257311,0.01266575,8224,0.00231235,0.00000000,0,0.00000000,725381,725529,552,0.00000025
1523504582.50343204,0.01087580,8301,0.00148933,0.00000000,0,0.00000000,725529,725888,558,0.00000020
1523504582.60429001,0.01192799,8385,0.00198607,0.00000000,0,0.00000000,725888,726196,597,0.00000019
1523504582.70514297,0.01138322,8456,0.00184756,0.00000000,0,0.00000000,726196,726529,622,0.00000383
1523504582.80600190,0.01214229,8509,0.00232915,0.00000000,0,0.00000000,726529,726860,640,0.00000024
1523504582.90686488,0.01081735,8563,0.00191935,0.00000000,0,0.00000000,726860,727173,604,0.00000013
1523504583.00771904,0.01078251,8612,0.00159795,0.00000000,0,0.00000000,727173,727442,586,0.00000024
1523504583.10857511,0.01175921,8652,0.00189950,0.00000000,0,0.00000000,727442,727699,580,0.00000019
1523504583.20943308,0.01364749,8714,0.00221982,0.00000000,0,0.00000000,727699,728034,688,0.00000020
1523504583.31029797,0.01239365,8771,0.00208405,0.00000000,0,0.00000000,728034,728384,724,0.00000017
1523504583.41114998,0.01289579,8843,0.00197129,0.00000000,0,0.00000000,728384,728849,736,0.00000015
1523504583.51201701,0.01526770,8884,0.00326533,0.00000000,0,0.00000000,728849,729235,664,0.00000016
1523504583.61287308,0.01360155,8911,0.00206236,0.00000000,0,0.00000000,729235,729454,662,0.00000017
1523504583.71373296,0.01292486,8925,0.00219965,0.00000000,0,0.00000000,729454,729704,692,0.00000015
1523504583.81458902,0.01516358,8983,0.00339882,0.00000000,0,0.00000000,729704,729938,723,0.00000021
1523504583.91544795,0.01199101,9086,0.00186687,0.00000000,0,0.00000000,729938,730330,698,0.00000019
1523504584.01630592,0.01300223,9134,0.00211801,0.00000000,0,0.00000000,730330,730631,700,0.00000018
1523504584.11716509,0.01350780,9205,0.00249831,0.00000000,0,0.00000000,730631,730927,666,0.00000020
1523504584.21801591,0.01259546,9244,0.00198204,0.00000000,0,0.00000000,730927,731318,702,0.00000020
1523504584.31887388,0.01387620,9344,0.00260834,0.00000000,0,0.00000000,731318,731612,740,0.00000049
1523504584.41973209,0.01277403,9422,0.00212842,0.00000000,0,0.00000000,731612,732034,741,0.00000018
1523504584.52059197,0.01406041,9472,0.00224105,0.00000000,0,0.00000000,732034,732491,780,0.00000019
1523504584.62145710,0.01170336,9507,0.00247311,0.00000000,0,0.00000000,732491,732687,724,0.00000020
1523504584.72230911,0.01325766,9567,0.00202241,0.00000000,0,0.00000000,732687,733116,729,0.00000020
1523504584.82317591,0.01505386,9616,0.00223957,0.00000000,0,0.00000000,733116,733460,759,0.00000021
1523504584.92403197,0.01493000,9646,0.00231448,0.00000000,0,0.00000000,733460,733798,762,0.00000019
1523504585.02489090,0.01339759,9675,0.00214443,0.00000000,0,0.00000000,733798,734153,775,0.00000016
1523504585.12574911,0.01427420,9682,0.00249422,0.00000000,0,0.00000000,734153,734532,724,0.00000017
1523504585.22660708,0.01329240,9727,0.00184065,0.00000000,0,0.00000000,734488,734802,693,0.00000026
1523504585.32746601,0.01320858,9725,0.00216094,0.00000000,0,0.00000000,734802,735125,750,0.00000021
1523504585.42832494,0.01381331,9818,0.00233938,0.00000000,0,0.00000000,735125,735299,714,0.00000028
1523504585.52918196,0.01278898,9881,0.00182103,0.00000000,0,0.00000000,735299,735697,692,0.00000018
1523504585.63003206,0.01340438,10011,0.00236876,0.00000000,0,0.00000000,735697,735712,642,0.00000024
1523504585.73089790,0.01489008,10095,0.00251278,0.00000000,0,0.00000000,735712,736029,683,0.00000030
1523504585.83174610,0.01514765,10156,0.00187430,0.00000000,0,0.00000000,735757,736143,634,0.00000023
1523504585.93260908,0.01472618,10235,0.00202399,0.00000000,0,0.00000000,736143,736418,579,0.00000023
1523504586.03347301,0.01659604,10288,0.00272455,0.00000000,0,0.00000000,736418,736761,612,0.00000022
1523504586.13433099,0.01628004,10372,0.00314288,0.00000000,0,0.00000000,736761,736961,613,0.00000018
1523504586.23518991,0.01354478,10444,0.00161963,0.00000000,0,0.00000000,736961,737246,564,0.00000021
1523504586.33604288,0.01598456,10472,0.00235360,0.00000000,0,0.00000000,737246,737479,600,0.00000021
1523504586.43690801,0.01367204,10547,0.00162950,0.00000000,0,0.00000000,737479,737838,631,0.00000025
1523504586.53776503,0.01345538,10594,0.00203665,0.00000000,0,0.00000000,737838,738125,606,0.00000024
1523504586.63862395,0.01306113,10652,0.00194177,0.00000000,0,0.00000000,738125,738400,600,0.00000035
1523504586.73948097,0.01525115,10683,0.00264527,0.00000000,0,0.00000000,738191,738497,589,0.00000020
1523504586.84033990,0.01401708,10717,0.00230789,0.00000000,0,0.00000000,738497,738847,641,0.00000013
1523504586.94119811,0.01234553,10742,0.00186605,0.00000000,0,0.00000000,738847,739139,624,0.00000015
1523504587.04205608,0.01267817,10790,0.00165573,0.00000000,0,0.00000000,739139,739522,622,0.00000015
1523504587.14290810,0.01329940,10837,0.00206098,0.00000000,0,0.00000000,739522,739645,546,0.00000020
1523504587.24376607,0.01266101,10895,0.00167099,0.00000000,0,0.00000000,739645,740014,648,0.00000025
1523504587.34462595,0.01365101,10899,0.00158477,0.00000000,0,0.00000000,740014,740338,571,0.00000018
1523504587.44548512,0.01461449,10912,0.00196118,0.00000000,0,0.00000000,740338,740677,578,0.00000019
1523504587.54634809,0.01022108,8325,0.00133045,0.00000000,0,0.00000000,740677,740934,447,0.00000052
1523504587.64720511,0.00957775,8354,0.00121657,0.00000000,0,0.00000000,740934,741204,459,0.00000021
1523504587.74806190,0.01050493,8407,0.00148968,0.00000000,0,0.00000000,741204,741395,441,0.00000025
1523504587.84892511,0.01109546,8452,0.00132762,0.00000000,0,0.00000000,741395,741622,435,0.00000019
1523504587.94977903,0.01058937,8518,0.00121498,0.00000000,0,0.00000000,741622,741827,372,0.00000016
1523504588.05064106,0.01118042,8566,0.00157277,0.00000000,0,0.00000000,741827,741996,400,0.00000024
1523504588.15149808,0.01141428,8593,0.00146512,0.00000000,0,0.00000000,741996,742195,388,0.00000020
1523504588.25235701,0.01096160,8633,0.00130085,0.00000000,0,0.00000000,742195,742326,356,0.00000016
1523504588.35320807,0.01026295,8672,0.00114059,0.00000000,0,0.00000000,742326,742501,363,0.00000018
1523504588.45407391,0.01074080,8720,0.00117645,0.00000000,0,0.00000000,742501,742686,377,0.00000020
1523504588.55493903,0.01242113,8764,0.00180701,0.00000000,0,0.00000000,742686,742911,427,0.00000023
1523504588.65579009,0.01146116,8827,0.00115424,0.00000000,0,0.00000000,742911,743118,386,0.00000021
1523504588.75663590,0.01080100,8859,0.00111330,0.00000000,0,0.00000000,743118,743333,423,0.00000013
1523504588.85750604,0.01077648,8884,0.00117043,0.00000000,0,0.00000000,743333,743487,394,0.00000018
1523504588.95835805,0.01250495,8904,0.00201305,0.00000000,0,0.00000000,743487,743646,411,0.00000021
1523504589.05922294,0.01248250,8950,0.00203931,0.00000000,0,0.00000000,743646,743808,429,0.00000020
1523504589.16007400,0.01169054,8978,0.00151274,0.00000000,0,0.00000000,743808,744052,386,0.00000018
1523504589.26094007,0.01113984,9016,0.00114403,0.00000000,0,0.00000000,744052,744330,427,0.00000020
1523504589.36179805,0.01094346,9049,0.00128186,0.00000000,0,0.00000000,744330,744543,395,0.00000021
1523504589.46265793,0.01186288,9084,0.00148189,0.00000000,0,0.00000000,744543,744738,440,0.00000018
1523504589.56350994,0.01335208,9138,0.00197395,0.00000000,0,0.00000000,744738,744896,380,0.00000020
1523504589.66437292,0.01203023,9119,0.00192303,0.00000000,0,0.00000000,744896,745135,448,0.00000020
1523504589.76523089,0.01131210,9117,0.00161277,0.00000000,0,0.00000000,745135,745386,499,0.00000021
1523504589.86609006,0.01054610,9104,0.00136808,0.00000000,0,0.00000000,745386,745611,443,0.00000023
1523504589.96694708,0.01013344,9082,0.00127322,0.00000000,0,0.00000000,745611,745833,467,0.00000028
1523504590.06780601,0.01036457,9042,0.00141045,0.00000000,0,0.00000000,745833,746156,557,0.00000016
1523504590.16866302,0.01036764,9021,0.00157365,0.00000000,0,0.00000000,746156,746464,621,0.00000030
1523504590.26952410,0.01221261,9019,0.00219308,0.00000000,0,0.00000000,746464,746790,643,0.00000012
1523504590.37037492,0.01189886,9017,0.00168823,0.00000000,0,0.00000000,746790,747136,598,0.00000022
1523504590.47123289,0.01334578,9021,0.00183437,0.00000000,0,0.00000000,747136,747562,622,0.00000020
1523504590.57209206,0.01037898,8998,0.00140398,0.00000000,0,0.00000000,747562,747729,487,0.00000014
1523504590.67295194,0.01099922,8993,0.00171387,0.00000000,0,0.00000000,747729,747935,564,0.00000021
1523504590.77381492,0.01123735,8980,0.00175660,0.00000000,0,0.00000000,747935,748256,635,0.00000069
1523504590.87467289,0.01323387,8987,0.00272392,0.00000000,0,0.00000000,748256,748530,621,0.00000023
1523504590.97553110,0.01240458,9005,0.00161786,0.00000000,0,0.00000000,748530,748897,611,0.00000018
1523504591.07638907,0.01306943,9014,0.00192922,0.00000000,0,0.00000000,748897,749291,620,0.00000014
1523504591.17724109,0.01165811,9032,0.00212497,0.00000000,0,0.00000000,749291,749593,645,0.00000018
1523504591.27810907,0.01343753,9026,0.00208619,0.00000000,0,0.00000000,749593,749896,645,0.00000015
1523504591.37895703,0.01473493,9043,0.00267143,0.00000000,0,0.00000000,749896,750279,647,0.00000016
1523504591.47982192,0.01492493,9070,0.00276274,0.00000000,0,0.00000000,750279,750692,729,0.00000022
1523504591.58066010,0.01479404,9050,0.00279914,0.00000000,0,0.00000000,750692,751070,636,0.00000028
1523504591.68153811,0.01382621,9050,0.00222473,0.00000000,0,0.00000000,751070,751442,675,0.00000015
1523504591.78239799,0.01374311,9068,0.00214047,0.00000000,0,0.00000000,751442,751828,696,0.00000016
1523504591.88325596,0.01306283,9099,0.00202665,0.00000000,0,0.00000000,751828,752257,767,0.00000022
1523504591.98410797,0.01424593,9109,0.00244965,0.00000000,0,0.00000000,752257,752668,770,0.00000019
1523504592.08497310,0.01296630,9111,0.00228678,0.00000000,0,0.00000000,752668,753087,787,0.00000022
1523504592.18583107,0.01279409,9094,0.00207639,0.00000000,0,0.00000000,753087,753537,715,0.00000022
1523504592.28669000,0.01213467,9135,0.00266420,0.00000000,0,0.00000000,753537,753953,709,0.00000018
1523504592.38754702,0.01333185,9179,0.00232086,0.00000000,0,0.00000000,753953,754459,840,0.00000018
1523504592.48840690,0.01381809,9231,0.00257484,0.00000000,0,0.00000000,754459,754921,856,0.00000024
1523504592.58926392,0.01440134,9268,0.00253202,0.00000000,0,0.00000000,754921,755416,848,0.00000022
1523504592.69012189,0.01379666,9345,0.00242201,0.00000000,0,0.00000000,755416,755991,851,0.00000020
1523504592.79097390,0.01411775,9419,0.00250662,0.00000000,0,0.00000000,755991,756471,846,0.00000020
1523504592.89183903,0.01416755,9479,0.00293756,0.00000000,0,0.00000000,756471,756986,880,0.00000023
1523504592.99269795,0.01401403,9518,0.00252840,0.00000000,0,0.00000000,756986,757507,875,0.00000014
1523504593.09355497,0.01511678,9590,0.00289778,0.00000000,0,0.00000000,757507,757976,866,0.00000021
1523504593.19440889,0.01534045,9647,0.00259485,0.00000000,0,0.00000000,757976,758525,864,0.00000027
1523504593.29526711,0.01325851,9711,0.00261394,0.00000000,0,0.00000000,758525,759039,943,0.00000025
1523504593.39612603,0.01090890,7472,0.00206592,0.00000000,0,0.00000000,759039,759594,805,0.00000017
1523504593.49698400,0.01196782,7527,0.00193445,0.00000000,0,0.00000000,759594,760130,778,0.00000019
1523504593.59784389,0.01190313,7580,0.00221630,0.00000000,0,0.00000000,760130,760649,781,0.00000018
1523504593.69870710,0.01172849,7650,0.00206242,0.00000000,0,0.00000000,760649,761243,831,0.00000029
1523504593.79956508,0.01126964,7717,0.00213499,0.00000000,0,0.00000000,761243,761764,838,0.00000016
1523504593.90042210,0.01181907,7787,0.00203441,0.00000000,0,0.00000000,761764,762410,861,0.00000013
1523504594.00127602,0.01429472,7860,0.00338876,0.00000000,0,0.00000000,762410,762973,941,0.00000043
1523504594.10213900,0.01400642,7919,0.00360708,0.00000000,0,0.00000000,762973,763525,874,0.00000018
1523504594.20299792,0.01222217,7977,0.00255971,0.00000000,0,0.00000000,763525,764150,969,0.00000012
1523504594.30384994,0.01276863,8049,0.00279122,0.00000000,0,0.00000000,764150,764783,988,0.00000020
1523504594.40472794,0.01380085,8100,0.00278400,0.00000000,0,0.00000000,764783,765406,959,0.00000021
1523504594.50556588,0.01427717,8112,0.00297064,0.00000000,0,0.00000000,765406,765960,992,0.00000017
1523504594.60642910,0.01397423,8143,0.00301232,0.00000000,0,0.00000000,765960,766643,998,0.00000015
1523504594.70728111,0.01317665,8191,0.00288052,0.00000000,0,0.00000000,766643,767253,1035,0.00000019
1523504594.80816102,0.01368912,8260,0.00249413,0.00000000,0,0.00000000,767253,767918,957,0.00000024
1523504594.90899801,0.01349954,8335,0.00224565,0.00000000,0,0.00000000,767918,768507,854,0.00000019
1523504595.00986505,0.01449209,8385,0.00249721,0.00000000,0,0.00000000,768507,769031,678,0.00000015
1523504595.11071992,0.01350751,8459,0.00166865,0.00000000,0,0.00000000,769031,769361,495,0.00000026
1523504595.21157408,0.01191573,8563,0.00129845,0.00000000,0,0.00000000,769361,769756,510,0.00000020
1523504595.31243110,0.01224192,8596,0.00116639,0.00000000,0,0.00000000,769756,770119,493,0.00000022
1523504595.41329598,0.01230872,8591,0.00137361,0.00000000,0,0.00000000,770119,770492,499,0.00000021
1523504595.51415491,0.01180280,8614,0.00123090,0.00000000,0,0.00000000,770492,770890,501,0.00000020
1523504595.61500692,0.01169849,8632,0.00107484,0.00000000,0,0.00000000,770890,771235,409,0.00000024
1523504595.71586108,0.01098980,8634,0.00115426,0.00000000,0,0.00000000,771235,771536,432,0.00000019
1523504595.81671906,0.01236509,8628,0.00123802,0.00000000,0,0.00000000,771536,771876,435,0.00000022
1523504595.91757488,0.01311240,8646,0.00113649,0.00000000,0,0.00000000,771876,772157,417,0.00000018
1523504596.01843405,0.01518383,8679,0.00131933,0.00000000,0,0.00000000,772157,772462,401,0.00000018
1523504596.11930394,0.01403859,8735,0.00145333,0.00000000,0,0.00000000,772462,772731,370,0.00000014
1523504596.22016191,0.01251170,8763,0.00144276,0.00000000,0,0.00000000,772731,773022,394,0.00000020
1523504596.32102108,0.01392751,8823,0.00161746,0.00000000,0,0.00000000,773022,773301,414,0.00000035
1523504596.42187309,0.01308294,8901,0.00159914,0.00000000,0,0.00000000,773301,773496,369,0.00000024
1523504596.52273798,0.01228230,8935,0.00101898,0.00000000,0,0.00000000,773496,773711,381,0.00000024
1523504596.62359691,0.01170740,9006,0.00096108,0.00000000,0,0.00000000,773711,774001,395,0.00000022
1523504596.72445512,0.01287586,9032,0.00102198,0.00000000,0,0.00000000,774001,774237,372,0.00000020
1523504596.82531404,0.01278559,9084,0.00125569,0.00000000,0,0.00000000,774237,774482,356,0.00000020
1523504596.92617106,0.01094590,9134,0.00102024,0.00000000,0,0.00000000,774482,774707,369,0.00000020
1523504597.02702999,0.01215730,9188,0.00097863,0.00000000,0,0.00000000,774707,774984,373,0.00000014
1523504597.12788200,0.01192311,9277,0.00114758,0.00000000,0,0.00000000,774984,775285,453,0.00000023
1523504597.22873402,0.01228005,9337,0.00097147,0.00000000,0,0.00000000,775285,775520,373,0.00000070
1523504597.32960606,0.01255492,9379,0.00089826,0.00000000,0,0.00000000,775520,775785,373,0.00000020
1523504597.43046403,0.01034304,9420,0.00094085,0.00000000,0,0.00000000,775785,776028,389,0.00000013
1523504597.53132200,0.01399328,9480,0.00125135,0.00000000,0,0.00000000,776028,776294,440,0.00000016
1523504597.63217402,0.01187284,9528,0.00123085,0.00000000,0,0.00000000,776294,776556,450,0.00000019
1523504597.73303890,0.01394632,9605,0.00158760,0.00000000,0,0.00000000,776556,776852,524,0.00000020
1523504597.83389497,0.01439833,9659,0.00185561,0.00000000,0,0.00000000,776852,777175,506,0.00000033
1523504597.93475604,0.01376713,9782,0.00161098,0.00000000,0,0.00000000,777175,777506,547,0.00000018
1523504598.03561211,0.01425351,9912,0.00200111,0.00000000,0,0.00000000,777506,777852,545,0.00000014
1523504598.13647294,0.01379243,10021,0.00174536,0.00000000,0,0.00000000,777852,777952,470,0.00000020
1523504598.23733211,0.01266192,10094,0.00138163,0.00000000,0,0.00000000,777952,778236,463,0.00000019
1523504598.33818603,0.01177765,10114,0.00114084,0.00000000,0,0.00000000,778236,778489,423,0.00000021
1523504598.43904209,0.01333797,10142,0.00144080,0.00000000,0,0.00000000,778489,778765,467,0.00000020
1523504598.53990698,0.01225780,10145,0.00109970,0.00000000,0,0.00000000,778765,778989,428,0.00000018
1523504598.64075994,0.01303570,10164,0.00099744,0.00000000,0,0.00000000,778989,779263,402,0.00000019
1523504598.74161506,0.01353206,10174,0.00175187,0.00000000,0,0.00000000,779263,779542,424,0.00000017
1523504598.84246993,0.01314070,10185,0.00114502,0.00000000,0,0.00000000,779542,779817,408,0.00000018
1523504598.94334698,0.01095826,10220,0.00101599,0.00000000,0,0.00000000,779817,780084,386,0.00000019
1523504599.04419589,0.01203847,10235,0.00101327,0.00000000,0,0.00000000,780084,780348,371,0.00000019
1523504599.14505506,0.01327195,10217,0.00126442,0.00000000,0,0.00000000,780348,780615,398,0.00000021
1523504599.24591208,0.01249094,8010,0.00134266,0.00000000,0,0.00000000,780615,780825,342,0.00000018
1523504599.34677196,0.01119580,8046,0.00088808,0.00000000,0,0.00000000,780825,781036,329,0.00000014
1523504599.44762993,0.01044063,8078,0.00086133,0.00000000,0,0.00000000,781036,781228,317,0.00000032
1523504599.54848790,0.00950411,8054,0.00098311,0.00000000,0,0.00000000,781228,781426,364,0.00000022
1523504599.64933991,0.00927180,8009,0.00080110,0.00000000,0,0.00000000,781426,781659,335,0.00000013
1523504599.75019789,0.01175645,8052,0.00118744,0.00000000,0,0.00000000,781659,781889,327,0.00000017
1523504599.85106301,0.00990017,8080,0.00095759,0.00000000,0,0.00000000,781889,782134,400,0.00000017
1523504599.95192504,0.01001746,8131,0.00098765,0.00000000,0,0.00000000,782134,782361,367,0.00000018
1523504600.05277491,0.01209515,8182,0.00110253,0.00000000,0,0.00000000,782361,782563,305,0.00000021
1523504600.15363193,0.01196507,8279,0.00119689,0.00000000,0,0.00000000,782563,782789,324,0.00000019
1523504600.25448704,0.01097052,8278,0.00099575,0.00000000,0,0.00000000,782789,782954,321,0.00000031
1523504600.35536599,0.01129277,8377,0.00078774,0.00000000,0,0.00000000,782954,783210,341,0.00000013
1523504600.45619798,0.01101611,8479,0.00106867,0.00000000,0,0.00000000,783210,783441,367,0.00000052
1523504600.55707097,0.01079499,8635,0.00093186,0.00000000,0,0.00000000,783441,783735,391,0.00000020
1523504600.65792108,0.01067417,8672,0.00108358,0.00000000,0,0.00000000,783735,784001,384,0.00000017
1523504600.75878596,0.01284583,8754,0.00148831,0.00000000,0,0.00000000,784001,784280,383,0.00000034
1523504600.85963893,0.01340570,8838,0.00151137,0.00000000,0,0.00000000,784280,784476,368,0.00000022
1523504600.96049690,0.01332727,8864,0.00117119,0.00000000,0,0.00000000,784476,784748,372,0.00000020
1523504601.06136107,0.01015350,8899,0.00077317,0.00000000,0,0.00000000,784748,784981,317,0.00000023
1523504601.16221905,0.01128502,8964,0.00079394,0.00000000,0,0.00000000,784981,785174,310,0.00000021
1523504601.26307797,0.01056457,9028,0.00089447,0.00000000,0,0.00000000,785174,785345,347,0.00000019
1523504601.36393905,0.01013521,9007,0.00080592,0.00000000,0,0.00000000,785345,785514,300,0.00000025
1523504601.46479702,0.01098354,9078,0.00084534,0.00000000,0,0.00000000,785514,785751,337,0.00000015
1523504601.56565595,0.01104829,9135,0.00094700,0.00000000,0,0.00000000,785751,785926,343,0.00000019
1523504601.66650796,0.01098410,9188,0.00086870,0.00000000,0,0.00000000,785926,786113,326,0.00000015
1523504601.76736212,0.01042092,9263,0.00082961,0.00000000,0,0.00000000,786113,786358,356,0.00000016
1523504601.86824298,0.01102710,9312,0.00101525,0.00000000,0,0.00000000,786358,786560,345,0.00000015
1523504601.96908498,0.01067415,9329,0.00083111,0.00000000,0,0.00000000,786560,786784,339,0.00000025
1523504602.06994295,0.01038494,9280,0.00085587,0.00000000,0,0.00000000,786784,787022,339,0.00000032
1523504602.17078996,0.01068403,9275,0.00102425,0.00000000,0,0.00000000,787022,787155,324,0.00000018
1523504602.27166104,0.01247116,9260,0.00119726,0.00000000,0,0.00000000,787155,787385,372,0.00000014
1523504602.37251997,0.01093395,9274,0.00091654,0.00000000,0,0.00000000,787385,787679,395,0.00000015
1523504602.47337294,0.01454891,9277,0.00095549,0.00000000,0,0.00000000,787679,787943,366,0.00000014
1523504602.57423902,0.01345824,9305,0.00132970,0.00000000,0,0.00000000,787943,788102,387,0.00000019
1523504602.67509604,0.01197064,9351,0.00110126,0.00000000,0,0.00000000,788102,788314,363,0.00000016
1523504602.77594995,0.01243448,9392,0.00133506,0.00000000,0,0.00000000,788314,788586,445,0.00000016
1523504602.87680507,0.01334781,9446,0.00132841,0.00000000,0,0.00000000,788586,788886,452,0.00000017
1523504602.97766399,0.01200955,9525,0.00109657,0.00000000,0,0.00000000,788886,789193,430,0.00000020
1523504603.07852292,0.01350796,9635,0.00111963,0.00000000,0,0.00000000,789193,789472,443,0.00000015
1523504603.17938089,0.01443085,9739,0.00158368,0.00000000,0,0.00000000,789472,789813,500,0.00000019
1523504603.28024602,0.01401467,9808,0.00113542,0.00000000,0,0.00000000,789813,790132,459,0.00000031
1523504603.38109803,0.01314891,9874,0.00128996,0.00000000,0,0.00000000,790132,790372,433,0.00000033
1523504603.48196197,0.01227699,9947,0.00113589,0.00000000,0,0.00000000,790200,790526,448,0.00000019
1523504603.58281398,0.01333034,10063,0.00124413,0.00000000,0,0.00000000,790526,790725,423,0.00000020
1523504603.68367004,0.01204553,10169,0.00115818,0.00000000,0,0.00000000,790725,790961,406,0.00000081
1523504603.78453588,0.01248637,10236,0.00099295,0.00000000,0,0.00000000,790961,791240,391,0.00000017
1523504603.88539100,0.01330459,10321,0.00108146,0.00000000,0,0.00000000,791240,791513,378,0.00000022
1523504603.98625588,0.01232013,10427,0.00110359,0.00000000,0,0.00000000,791513,791754,389,0.00000017
1523504604.08710790,0.01614578,10559,0.00171223,0.00000000,0,0.00000000,791754,791964,434,0.00000026
1523504604.18798494,0.01348225,10681,0.00107757,0.00000000,0,0.00000000,791964,792160,401,0.00000020
1523504604.28882408,0.01352205,10804,0.00098681,0.00000000,0,0.00000000,792160,792429,368,0.00000022
1523504604.38968801,0.01369121,10899,0.00105131,0.00000000,0,0.00000000,792429,792665,404,0.00000014
1523504604.49054408,0.01534212,10932,0.00142565,0.00000000,0,0.00000000,792665,792880,381,0.00000020
1523504604.59140491,0.01314070,10963,0.00123690,0.00000000,0,0.00000000,792880,793127,401,0.00000019
1523504604.69226193,0.01400088,10984,0.00097144,0.00000000,0,0.00000000,793127,793298,387,0.00000028
1523504604.79311800,0.01249040,11029,0.00097690,0.00000000,0,0.00000000,793298,793585,383,0.00000017
1523504604.89397311,0.01373707,11067,0.00104371,0.00000000,0,0.00000000,793585,793747,322,0.00000018
1523504604.99484110,0.01195289,11100,0.00110260,0.00000000,0,0.00000000,793747,793991,416,0.00000012
1523504605.09570193,0.01138029,8544,0.00089934,0.00000000,0,0.00000000,793991,794193,347,0.00000026
1523504605.19656706,0.01269564,8546,0.00103588,0.00000000,0,0.00000000,794193,794370,285,0.00000022
1523504605.29743409,0.01163370,8574,0.00081164,0.00000000,0,0.00000000,794370,794611,327,0.00000024
1523504605.39829302,0.01183603,8567,0.00093359,0.00000000,0,0.00000000,794611,794797,341,0.00000016
1523504605.49915099,0.01089083,8619,0.00088563,0.00000000,0,0.00000000,794797,795030,319,0.00000020
1523504605.60000801,0.01038490,8691,0.00095218,0.00000000,0,0.00000000,795030,795292,408,0.00000023
1523504605.70086908,0.01424297,8820,0.00122554,0.00000000,0,0.00000000,795292,795713,427,0.00000018
1523504605.80170798,0.01351591,8962,0.00111058,0.00000000,0,0.00000000,795713,796096,398,0.00000023
1523504605.90258288,0.01478304,9092,0.00112066,0.00000000,0,0.00000000,796096,796482,400,0.00000017
1523504606.00340891,0.01010117,9169,0.00075026,0.00000000,0,0.00000000,796482,796864,398,0.00000017
1523504606.10429192,0.01309529,9203,0.00084817,0.00000000,0,0.00000000,796864,797230,374,0.00000021
1523504606.20515895,0.01422711,9229,0.00123639,0.00000000,0,0.00000000,797230,797579,360,0.00000020
1523504606.30600691,0.01450021,9222,0.00147691,0.00000000,0,0.00000000,765595,765768,378,0.00000019
1523504606.40683389,0.01178070,9237,0.00120810,0.00000000,0,0.00000000,765768,766018,416,0.00000014
1523504606.50772595,0.01158464,9233,0.00119166,0.00000000,0,0.00000000,766018,766301,410,0.00000033
1523504606.60859299,0.01204628,9239,0.00106604,0.00000000,0,0.00000000,766301,766596,398,0.00000019
1523504606.70945191,0.01097012,9276,0.00088413,0.00000000,0,0.00000000,766596,766881,388,0.00000024
1523504606.81029892,0.01113279,9313,0.00077325,0.00000000,0,0.00000000,766881,767141,328,0.00000026
1523504606.91116595,0.01152924,9455,0.00098923,0.00000000,0,0.00000000,767141,767413,386,0.00000067
1523504607.01202393,0.01165702,9526,0.00082965,0.00000000,0,0.00000000,767413,767642,330,0.00000029
1523504607.11288190,0.01135306,9587,0.00110036,0.00000000,0,0.00000000,767642,767904,398,0.00000015
1523504607.21372509,0.01140208,9625,0.00104474,0.00000000,0,0.00000000,767904,768196,374,0.00000022
1523504607.31458306,0.01185448,9681,0.00122859,0.00000000,0,0.00000000,768196,768464,391,0.00000031
1523504607.41543388,0.01176894,9688,0.00111975,0.00000000,0,0.00000000,768464,768747,378,0.00000017
1523504607.51629901,0.01026692,9714,0.00093927,0.00000000,0,0.00000000,768747,769005,355,0.00000021
1523504607.61717510,0.01172874,9729,0.00100634,0.00000000,0,0.00000000,769005,769258,353,0.00000028
1523504607.71803689,0.01088184,9721,0.00106549,0.00000000,0,0.00000000,769258,769525,413,0.00000019
1523504607.81888390,0.01114375,9718,0.00113629,0.00000000,0,0.00000000,769525,769816,412,0.00000021
1523504607.91974211,0.01063802,9690,0.00102090,0.00000000,0,0.00000000,769816,770097,380,0.00000020
1523504608.02059102,0.01130819,9732,0.00102086,0.00000000,0,0.00000000,770097,770494,494,0.00000020
1523504608.12146711,0.01378276,9772,0.00134614,0.00000000,0,0.00000000,770494,770816,493,0.00000014
