time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1523504464.59871697,0.01730895,9703,0.00574399,0.00000000,0,0.00000000,262950,263698,1356,0.00000025
1523504464.69957304,0.01129051,7566,0.00186056,0.00000000,0,0.00000000,261261,262161,1018,0.00000025
1523504464.80043197,0.01320531,7617,0.00317200,0.00000000,0,0.00000000,262161,262961,1079,0.00000019
1523504464.90129089,0.01103675,7711,0.00232031,0.00000000,0,0.00000000,262961,263674,1039,0.00000039
1523504465.00215101,0.01316009,7782,0.00268048,0.00000000,0,0.00000000,263674,264430,1039,0.00000018
1523504465.10300899,0.01377743,7859,0.00280540,0.00000000,0,0.00000000,264430,265098,1017,0.00000020
1523504465.20386696,0.01402515,7952,0.00282851,0.00000000,0,0.00000000,265098,265743,1009,0.00000023
1523504465.30472302,0.01302120,8018,0.00298293,0.00000000,0,0.00000000,265743,266353,993,0.00000023
1523504465.40558195,0.01477456,8127,0.00346196,0.00000000,0,0.00000000,266353,267027,1031,0.00000018
1523504465.50644207,0.01233258,8195,0.00282366,0.00000000,0,0.00000000,267027,267674,1020,0.00000027
1523504465.60729909,0.01332740,8279,0.00320384,0.00000000,0,0.00000000,267674,268304,945,0.00000014
1523504465.70815897,0.01434949,8381,0.00312666,0.00000000,0,0.00000000,268292,268827,954,0.00000018
1523504465.80901694,0.01103278,8480,0.00189905,0.00000000,0,0.00000000,268827,269481,897,0.00000029
1523504465.90987492,0.01232739,8590,0.00270487,0.00000000,0,0.00000000,269481,269986,882,0.00000029
1523504466.01073408,0.01516610,8640,0.00323635,0.00000000,0,0.00000000,269986,270441,928,0.00000022
1523504466.11159205,0.01266230,8729,0.00281454,0.00000000,0,0.00000000,270441,271147,973,0.00000052
1523504466.21244907,0.01509240,8832,0.00323403,0.00000000,0,0.00000000,270931,271551,958,0.00000015
1523504466.31330800,0.01332629,8847,0.00261310,0.00000000,0,0.00000000,271551,271929,963,0.00000028
1523504466.41416597,0.01442435,9029,0.00312681,0.00000000,0,0.00000000,271929,272627,1172,0.00000020
1523504466.51502395,0.01540861,9129,0.00341510,0.00000000,0,0.00000000,272627,272999,1098,0.00000023
1523504466.61588311,0.01434986,9221,0.00275097,0.00000000,0,0.00000000,272999,273669,991,0.00000020
1523504466.71674109,0.01510294,9314,0.00260372,0.00000000,0,0.00000000,273669,274328,1073,0.00000024
1523504466.81760192,0.01556490,9399,0.00312482,0.00000000,0,0.00000000,274328,274863,1136,0.00000034
1523504466.91845798,0.01537441,9430,0.00309300,0.00000000,0,0.00000000,274863,275495,1071,0.00000018
1523504467.01931596,0.01415895,9541,0.00266824,0.00000000,0,0.00000000,275495,276239,1139,0.00000019
1523504467.12017393,0.01964611,9603,0.00612390,0.00000000,0,0.00000000,276239,276638,1153,0.00000019
1523504467.22103190,0.01937051,9713,0.00519868,0.00000000,0,0.00000000,276638,277463,1150,0.00000025
1523504467.32189107,0.01646763,9789,0.00363643,0.00000000,0,0.00000000,276604,277156,1119,0.00000018
1523504467.42274809,0.02106112,9848,0.01026057,0.00000000,0,0.00000000,277156,278189,1137,0.00000022
1523504467.52360702,0.01418265,9845,0.00192929,0.00000000,0,0.00000000,278189,279220,1055,0.00000019
1523504467.62446189,0.01403946,9823,0.00219233,0.00000000,0,0.00000000,273510,274163,1054,0.00000017
1523504467.72532201,0.01243960,9769,0.00249800,0.00000000,0,0.00000000,274163,274822,905,0.00000018
1523504467.82618189,0.01216922,9768,0.00186099,0.00000000,0,0.00000000,274815,275389,855,0.00000019
1523504467.92704010,0.01484463,9810,0.00333172,0.00000000,0,0.00000000,275389,275920,888,0.00000023
1523504468.02789807,0.01267835,9923,0.00189863,0.00000000,0,0.00000000,275920,276418,799,0.00000015
1523504468.12875605,0.01589696,10020,0.00335985,0.00000000,0,0.00000000,276418,276978,932,0.00000048
1523504468.22961402,0.01511981,10131,0.00302309,0.00000000,0,0.00000000,276978,277477,820,0.00000029
1523504468.33047390,0.01160585,10227,0.00179016,0.00000000,0,0.00000000,277477,277961,775,0.00000017
1523504468.43133211,0.01257364,10289,0.00223766,0.00000000,0,0.00000000,277914,278347,821,0.00000021
1523504468.53219295,0.01258735,10349,0.00253866,0.00000000,0,0.00000000,278347,278800,853,0.00000023
1523504468.63305092,0.01162045,10378,0.00185138,0.00000000,0,0.00000000,278800,279337,812,0.00000018
1523504468.73390889,0.01341693,10424,0.00249532,0.00000000,0,0.00000000,279337,279740,829,0.00000026
1523504468.83476710,0.01159907,10464,0.00172212,0.00000000,0,0.00000000,279727,280283,771,0.00000019
1523504468.93562603,0.01282910,10518,0.00219066,0.00000000,0,0.00000000,280283,280839,871,0.00000019
1523504469.03648210,0.01180868,10491,0.00269445,0.00000000,0,0.00000000,280839,281218,823,0.00000016
1523504469.13733912,0.01073132,10466,0.00211969,0.00000000,0,0.00000000,281192,281660,809,0.00000046
1523504469.23819995,0.01174102,10441,0.00207855,0.00000000,0,0.00000000,281660,282224,751,0.00000022
1523504469.33905697,0.01250949,10409,0.00256658,0.00000000,0,0.00000000,281738,282198,763,0.00000035
1523504469.43991399,0.01260961,10398,0.00251096,0.00000000,0,0.00000000,282198,282608,729,0.00000016
1523504469.54077005,0.01250683,10368,0.00218368,0.00000000,0,0.00000000,282608,282965,731,0.00000020
1523504469.64163208,0.01363873,10359,0.00280741,0.00000000,0,0.00000000,282941,283284,805,0.00000019
1523504469.74248910,0.01236908,10350,0.00218779,0.00000000,0,0.00000000,283284,283763,771,0.00000020
1523504469.84334707,0.01256523,10336,0.00242830,0.00000000,0,0.00000000,283763,284181,816,0.00000021
1523504469.94420791,0.01282082,10334,0.00339373,0.00000000,0,0.00000000,284181,284561,842,0.00000019
1523504470.04506397,0.01305257,10317,0.00245339,0.00000000,0,0.00000000,284561,285096,773,0.00000018
1523504470.14592409,0.01118349,10314,0.00211068,0.00000000,0,0.00000000,285058,285416,756,0.00000017
1523504470.24678111,0.01277889,10318,0.00271442,0.00000000,0,0.00000000,285416,285846,796,0.00000017
1523504470.34763908,0.01216110,10311,0.00313045,0.00000000,0,0.00000000,285846,286563,848,0.00000022
1523504470.44849801,0.00904800,10294,0.00222669,0.00000000,0,0.00000000,285261,285901,936,0.00000018
1523504470.54935908,0.01095926,7865,0.00208118,0.00000000,0,0.00000000,285901,286393,713,0.00000011
1523504470.65021706,0.01103295,7869,0.00223958,0.00000000,0,0.00000000,286393,286881,676,0.00000027
1523504470.75107789,0.01091380,7893,0.00234080,0.00000000,0,0.00000000,286881,287316,679,0.00000024
1523504470.85193205,0.01101522,7914,0.00236060,0.00000000,0,0.00000000,287316,287807,785,0.00000020
1523504470.95279002,0.01210143,7941,0.00295709,0.00000000,0,0.00000000,287807,288292,814,0.00000022
1523504471.05364990,0.00918963,7988,0.00201508,0.00000000,0,0.00000000,288292,288864,790,0.00000022
1523504471.15450692,0.01150589,8066,0.00257828,0.00000000,0,0.00000000,288864,289435,850,0.00000021
1523504471.25535989,0.01000898,8133,0.00251376,0.00000000,0,0.00000000,289435,289951,849,0.00000017
1523504471.35622311,0.01209673,8194,0.00275328,0.00000000,0,0.00000000,289951,290498,883,0.00000051
1523504471.45708299,0.01258877,8277,0.00284180,0.00000000,0,0.00000000,290103,290781,924,0.00000018
1523504471.55794096,0.01179546,8292,0.00264406,0.00000000,0,0.00000000,290781,291485,939,0.00000018
1523504471.65879798,0.01200029,8349,0.00279860,0.00000000,0,0.00000000,291485,292165,1012,0.00000021
1523504471.75965810,0.01363416,8411,0.00399483,0.00000000,0,0.00000000,292165,292864,974,0.00000027
1523504471.86051607,0.01444331,8451,0.00396435,0.00000000,0,0.00000000,291985,292756,1070,0.00000021
1523504471.96137404,0.01241908,8513,0.00294182,0.00000000,0,0.00000000,292684,293356,1019,0.00000020
1523504472.06223297,0.01333189,8564,0.00289514,0.00000000,0,0.00000000,293356,294136,1095,0.00000025
1523504472.16308999,0.01374272,8659,0.00303315,0.00000000,0,0.00000000,294136,294828,1089,0.00000013
1523504472.26394892,0.01315170,8693,0.00293373,0.00000000,0,0.00000000,294828,295564,1137,0.00000016
1523504472.36480594,0.01225999,8689,0.00348066,0.00000000,0,0.00000000,295564,296351,1120,0.00000024
1523504472.46566510,0.01309461,8697,0.00313494,0.00000000,0,0.00000000,296049,296707,1063,0.00000023
1523504472.56652188,0.01621969,8689,0.00469091,0.00000000,0,0.00000000,296707,297351,1111,0.00000020
1523504472.66738105,0.01498731,8691,0.00402987,0.00000000,0,0.00000000,296669,297407,1128,0.00000030
1523504472.76824188,0.01205204,8695,0.00239232,0.00000000,0,0.00000000,297407,298090,1103,0.00000013
1523504472.86909890,0.01223083,8694,0.00231965,0.00000000,0,0.00000000,298090,298833,1067,0.00000034
1523504472.96995592,0.01490079,8691,0.00385635,0.00000000,0,0.00000000,298833,299324,1061,0.00000030
1523504473.07081389,0.01263952,8695,0.00234454,0.00000000,0,0.00000000,299221,299953,1020,0.00000022
1523504473.17167306,0.01290481,8712,0.00229001,0.00000000,0,0.00000000,299953,300595,1021,0.00000017
1523504473.27253008,0.01439793,8680,0.00322762,0.00000000,0,0.00000000,300595,301310,1141,0.00000016
1523504473.37338996,0.01396729,8717,0.00285177,0.00000000,0,0.00000000,301310,301955,1025,0.00000016
1523504473.47424793,0.01617471,8745,0.00424469,0.00000000,0,0.00000000,301955,302615,1102,0.00000025
1523504473.57510710,0.01566098,8783,0.00329255,0.00000000,0,0.00000000,302615,303182,1102,0.00000027
1523504473.67596412,0.01549648,8807,0.00280623,0.00000000,0,0.00000000,303182,303699,994,0.00000017
1523504473.77682209,0.01406967,8803,0.00324040,0.00000000,0,0.00000000,303699,304281,1009,0.00000022
1523504473.87768197,0.01398407,8770,0.00355886,0.00000000,0,0.00000000,304281,304672,982,0.00000020
1523504473.97853994,0.01287849,8774,0.00277780,0.00000000,0,0.00000000,304672,305180,947,0.00000031
1523504474.07939792,0.01397343,8782,0.00318265,0.00000000,0,0.00000000,304615,305337,1030,0.00000018
1523504474.18025589,0.01452946,8805,0.00275499,0.00000000,0,0.00000000,305337,305844,947,0.00000021
1523504474.28111601,0.01252129,8825,0.00238737,0.00000000,0,0.00000000,305844,306463,986,0.00000017
1523504474.38197398,0.01440810,8894,0.00327731,0.00000000,0,0.00000000,306463,306799,1037,0.00000016
1523504474.48283291,0.01503277,9005,0.00351427,0.00000000,0,0.00000000,306799,307430,1020,0.00000019
1523504474.58368993,0.01576324,9119,0.00351389,0.00000000,0,0.00000000,307430,308004,1078,0.00000061
1523504474.68454790,0.01426058,9241,0.00243776,0.00000000,0,0.00000000,307046,307963,1068,0.00000017
1523504474.78540707,0.01415224,9344,0.00242980,0.00000000,0,0.00000000,307963,308748,1071,0.00000030
1523504474.88626409,0.01292043,9428,0.00242692,0.00000000,0,0.00000000,308748,309360,1002,0.00000019
1523504474.98712397,0.01471374,9518,0.00291917,0.00000000,0,0.00000000,309360,309907,1099,0.00000021
1523504475.08798504,0.01603216,9620,0.00400378,0.00000000,0,0.00000000,309907,310507,991,0.00000017
1523504475.18883991,0.01578346,9687,0.00410071,0.00000000,0,0.00000000,310058,310921,1038,0.00000020
1523504475.28969789,0.01501788,9803,0.00302988,0.00000000,0,0.00000000,309040,309841,1010,0.00000014
1523504475.39054990,0.01405207,9901,0.00244193,0.00000000,0,0.00000000,309841,310570,997,0.00000015
1523504475.49141407,0.01671833,9966,0.00319019,0.00000000,0,0.00000000,310570,311166,934,0.00000020
1523504475.59227204,0.01499522,10035,0.00241983,0.00000000,0,0.00000000,311166,311731,960,0.00000016
1523504475.69312596,0.01300765,10122,0.00212731,0.00000000,0,0.00000000,311731,312276,926,0.00000025
1523504475.79399109,0.01289860,10204,0.00216496,0.00000000,0,0.00000000,312276,312727,904,0.00000017
1523504475.89484906,0.01636656,10319,0.00285535,0.00000000,0,0.00000000,312727,313193,937,0.00000023
1523504475.99570894,0.01478674,10403,0.00256419,0.00000000,0,0.00000000,313193,313475,891,0.00000033
1523504476.09656501,0.01592857,10485,0.00321086,0.00000000,0,0.00000000,313475,313947,931,0.00000014
1523504476.19742393,0.01685624,10596,0.00379378,0.00000000,0,0.00000000,313947,314319,906,0.00000018
1523504476.29828191,0.01460826,10704,0.00231917,0.00000000,0,0.00000000,314319,314801,941,0.00000019
1523504476.39913893,0.01211990,8210,0.00216104,0.00000000,0,0.00000000,314801,315134,715,0.00000016
1523504476.50000000,0.01147855,8291,0.00182442,0.00000000,0,0.00000000,315134,315441,646,0.00000024
1523504476.60085607,0.01215558,8357,0.00224174,0.00000000,0,0.00000000,315441,315723,694,0.00000025
1523504476.70171404,0.01183221,8408,0.00222070,0.00000000,0,0.00000000,315723,316047,717,0.00000027
1523504476.80257392,0.01265426,8440,0.00232594,0.00000000,0,0.00000000,316047,316320,737,0.00000019
1523504476.90342999,0.01278206,8493,0.00258003,0.00000000,0,0.00000000,316320,316692,676,0.00000024
1523504477.00428891,0.01134423,8514,0.00182547,0.00000000,0,0.00000000,316183,316618,641,0.00000019
1523504477.10514688,0.01032707,8551,0.00161233,0.00000000,0,0.00000000,316618,317059,709,0.00000032
1523504477.20600510,0.01185762,8578,0.00220882,0.00000000,0,0.00000000,317059,317332,655,0.00000018
1523504477.30686593,0.01190218,8599,0.00224431,0.00000000,0,0.00000000,317332,317558,641,0.00000018
1523504477.40772295,0.01136434,8602,0.00180352,0.00000000,0,0.00000000,317558,317984,662,0.00000031
1523504477.50858092,0.01523670,8589,0.00549755,0.00000000,0,0.00000000,317984,318331,721,0.00000015
1523504477.60944104,0.01154035,8543,0.00145054,0.00000000,0,0.00000000,314724,315377,725,0.00000033
1523504477.71029592,0.01096401,8535,0.00179967,0.00000000,0,0.00000000,315377,315924,745,0.00000023
1523504477.81115508,0.01235810,8620,0.00188602,0.00000000,0,0.00000000,315924,316475,818,0.00000025
1523504477.91201305,0.01320618,8663,0.00213855,0.00000000,0,0.00000000,316475,317083,877,0.00000020
1523504478.01287293,0.01418986,8711,0.00311854,0.00000000,0,0.00000000,317083,317647,868,0.00000018
1523504478.11373091,0.01326626,8849,0.00310399,0.00000000,0,0.00000000,317647,318074,990,0.00000018
1523504478.21458912,0.01367122,8990,0.00273529,0.00000000,0,0.00000000,318074,318700,1014,0.00000017
1523504478.31544709,0.01810538,9110,0.00779934,0.00000000,0,0.00000000,318700,319567,1068,0.00000020
1523504478.41630507,0.01326133,9191,0.00215108,0.00000000,0,0.00000000,319567,320682,1156,0.00000017
1523504478.51716304,0.01403096,9260,0.00303135,0.00000000,0,0.00000000,319002,319483,1099,0.00000013
1523504478.61802506,0.01231495,9277,0.00262833,0.00000000,0,0.00000000,319483,320144,1064,0.00000021
1523504478.71888208,0.01314451,9229,0.00273001,0.00000000,0,0.00000000,320144,320714,1055,0.00000032
1523504478.81974101,0.01185029,9174,0.00244783,0.00000000,0,0.00000000,320714,321367,1041,0.00000020
1523504478.92059588,0.01422521,9122,0.00352997,0.00000000,0,0.00000000,321367,321746,970,0.00000022
1523504479.02145600,0.01367248,9102,0.00333453,0.00000000,0,0.00000000,321746,322207,1004,0.00000020
1523504479.12231398,0.01419723,9068,0.00305008,0.00000000,0,0.00000000,322207,322744,989,0.00000021
1523504479.22449994,0.01408778,8982,0.00317222,0.00000000,0,0.00000000,322744,323077,995,0.00000016
1523504479.32535601,0.01297165,9108,0.00276009,0.00000000,0,0.00000000,323077,323807,1027,0.00000024
1523504479.42621493,0.01214101,9087,0.00243304,0.00000000,0,0.00000000,323588,324280,998,0.00000015
1523504479.52707505,0.02733036,9087,0.01638283,0.00000000,0,0.00000000,324280,324846,937,0.00000018
1523504479.62793112,0.01389136,9105,0.00173256,0.00000000,0,0.00000000,324846,325801,991,0.00000027
1523504479.72879100,0.01366455,9082,0.00177540,0.00000000,0,0.00000000,325801,326768,992,0.00000018
1523504479.82964897,0.01550227,9077,0.00339698,0.00000000,0,0.00000000,324982,325230,977,0.00000018
1523504479.93050694,0.01346676,9062,0.00231390,0.00000000,0,0.00000000,325230,325806,965,0.00000020
1523504480.03136706,0.01486008,9090,0.00267302,0.00000000,0,0.00000000,325806,326332,952,0.00000020
1523504480.13222289,0.01611113,9139,0.00443042,0.00000000,0,0.00000000,326332,326742,958,0.00000019
1523504480.23308301,0.01379173,9220,0.00256008,0.00000000,0,0.00000000,326742,327293,1001,0.00000020
1523504480.33394003,0.01313008,9340,0.00272723,0.00000000,0,0.00000000,327293,327819,1044,0.00000031
1523504480.43479896,0.01382299,9457,0.00327498,0.00000000,0,0.00000000,327819,328600,1182,0.00000029
1523504480.53565788,0.01627235,9549,0.00361763,0.00000000,0,0.00000000,328236,328918,1119,0.00000019
1523504480.63651609,0.01291616,9608,0.00281870,0.00000000,0,0.00000000,328675,329391,1054,0.00000017
1523504480.73737311,0.01338407,9681,0.00258710,0.00000000,0,0.00000000,329071,329859,1027,0.00000015
1523504480.83823109,0.01410498,9755,0.00257993,0.00000000,0,0.00000000,329395,330204,1046,0.00000012
1523504480.93909192,0.01464021,9824,0.00281233,0.00000000,0,0.00000000,329848,330477,996,0.00000014
1523504481.03994703,0.01334691,9926,0.00302928,0.00000000,0,0.00000000,330477,330967,1045,0.00000074
1523504481.14080691,0.01366780,10025,0.00253416,0.00000000,0,0.00000000,330967,331651,1042,0.00000019
1523504481.24166608,0.01576845,10107,0.00318733,0.00000000,0,0.00000000,331651,332443,1031,0.00000019
1523504481.34252310,0.01399549,10199,0.00297507,0.00000000,0,0.00000000,332043,332593,1078,0.00000017
1523504481.44338298,0.01668195,10270,0.00291884,0.00000000,0,0.00000000,332593,333100,1042,0.00000017
1523504481.54424095,0.01509263,10337,0.00286052,0.00000000,0,0.00000000,333100,333671,979,0.00000024
1523504481.64509892,0.01508992,10381,0.00270288,0.00000000,0,0.00000000,333172,333860,1072,0.00000024
1523504481.74595690,0.01456110,10445,0.00308016,0.00000000,0,0.00000000,333834,334443,1078,0.00000017
1523504481.84681606,0.01669083,10495,0.00347300,0.00000000,0,0.00000000,334443,335085,1064,0.00000013
1523504481.94767404,0.01313590,10594,0.00353858,0.00000000,0,0.00000000,335085,335607,1080,0.00000019
1523504482.04853106,0.01223780,7880,0.00279539,0.00000000,0,0.00000000,335219,335585,871,0.00000027
1523504482.14938998,0.01187798,7948,0.00213738,0.00000000,0,0.00000000,335585,336156,882,0.00000014
1523504482.25024796,0.01305895,8005,0.00266738,0.00000000,0,0.00000000,336105,336685,853,0.00000019
1523504482.35110497,0.01148007,8090,0.00188764,0.00000000,0,0.00000000,336143,336784,894,0.00000019
1523504482.45196390,0.01264570,8142,0.00280323,0.00000000,0,0.00000000,336784,337398,850,0.00000016
1523504482.55282307,0.01356710,8198,0.00299094,0.00000000,0,0.00000000,336936,337561,872,0.00000026
1523504482.65368104,0.01375336,8257,0.00330882,0.00000000,0,0.00000000,337561,338104,960,0.00000023
1523504482.75453901,0.01427255,8306,0.00396132,0.00000000,0,0.00000000,337780,338536,903,0.00000021
1523504482.85539889,0.00976710,8367,0.00167846,0.00000000,0,0.00000000,337856,338411,762,0.00000020
1523504482.95625806,0.01131640,8434,0.00222214,0.00000000,0,0.00000000,338411,339034,922,0.00000013
1523504483.05711508,0.01411310,8488,0.00263901,0.00000000,0,0.00000000,339034,339512,769,0.00000020
1523504483.15797496,0.01315422,8542,0.00253607,0.00000000,0,0.00000000,339512,339975,801,0.00000033
1523504483.25883102,0.01193939,8616,0.00260657,0.00000000,0,0.00000000,339893,340371,824,0.00000022
1523504483.35969090,0.01166881,8709,0.00222369,0.00000000,0,0.00000000,339839,340330,854,0.00000016
1523504483.46054912,0.01263664,8765,0.00219446,0.00000000,0,0.00000000,340330,340911,937,0.00000013
1523504483.56140089,0.01273510,8800,0.00246926,0.00000000,0,0.00000000,340911,341459,908,0.00000017
1523504483.66225910,0.01105764,8817,0.00199079,0.00000000,0,0.00000000,341459,342009,875,0.00000028
1523504483.76312304,0.01474035,8865,0.00315499,0.00000000,0,0.00000000,342009,342508,895,0.00000019
1523504483.86398101,0.01054088,8891,0.00205862,0.00000000,0,0.00000000,342310,342888,897,0.00000023
1523504483.96483994,0.01391015,8923,0.00316822,0.00000000,0,0.00000000,342888,343497,844,0.00000016
1523504484.06569910,0.01277800,8955,0.00236885,0.00000000,0,0.00000000,342907,343658,901,0.00000020
1523504484.16655707,0.01245169,9006,0.00279325,0.00000000,0,0.00000000,343128,343669,911,0.00000016
1523504484.26741695,0.01416201,9056,0.00260625,0.00000000,0,0.00000000,343669,344268,917,0.00000022
1523504484.36827493,0.01617104,9070,0.00400257,0.00000000,0,0.00000000,344268,344975,1087,0.00000015
1523504484.46913099,0.01534365,9056,0.00312635,0.00000000,0,0.00000000,344563,345266,1014,0.00000034
1523504484.56999207,0.01396168,9119,0.00363572,0.00000000,0,0.00000000,345266,346015,986,0.00000021
1523504484.67084908,0.01389664,9159,0.00320567,0.00000000,0,0.00000000,345600,346334,1039,0.00000015
1523504484.77170610,0.01327238,9211,0.00271128,0.00000000,0,0.00000000,345946,346673,1050,0.00000023
1523504484.87256408,0.01376294,9304,0.00278178,0.00000000,0,0.00000000,346673,347430,1111,0.00000018
1523504484.97342396,0.01294826,9374,0.00274675,0.00000000,0,0.00000000,347430,348051,1091,0.00000013
1523504485.07428098,0.01440004,9393,0.00368499,0.00000000,0,0.00000000,348051,348584,1040,0.00000017
1523504485.17514110,0.01393464,9403,0.00288533,0.00000000,0,0.00000000,348061,348621,1059,0.00000018
1523504485.27599812,0.01390184,9380,0.00251453,0.00000000,0,0.00000000,348621,349227,990,0.00000016
1523504485.37685609,0.01249398,9388,0.00252348,0.00000000,0,0.00000000,349227,349801,999,0.00000019
1523504485.47770810,0.01516992,9362,0.00291537,0.00000000,0,0.00000000,349731,350287,1039,0.00000021
1523504485.57857299,0.01407455,9362,0.00288082,0.00000000,0,0.00000000,350287,350846,1051,0.00000018
1523504485.67943096,0.01372591,9347,0.00257659,0.00000000,0,0.00000000,350691,351220,1005,0.00000026
1523504485.78028893,0.01574625,9374,0.00371281,0.00000000,0,0.00000000,351220,351805,1015,0.00000021
1523504485.88115096,0.01387294,9414,0.00319632,0.00000000,0,0.00000000,351269,351993,1015,0.00000018
1523504485.98200488,0.01275856,9467,0.00259446,0.00000000,0,0.00000000,351410,352009,1008,0.00000014
1523504486.08286500,0.01886125,9528,0.00663358,0.00000000,0,0.00000000,352009,352707,1050,0.00000019
1523504486.18372297,0.01140247,9579,0.00220079,0.00000000,0,0.00000000,351987,352791,1049,0.00000019
1523504486.28458190,0.01615827,9624,0.00335455,0.00000000,0,0.00000000,352791,353571,1067,0.00000022
1523504486.38544106,0.01579513,9719,0.00491138,0.00000000,0,0.00000000,353571,354303,1094,0.00000019
1523504486.48629689,0.01258757,9822,0.00236005,0.00000000,0,0.00000000,353842,354536,1107,0.00000018
1523504486.58715701,0.01325526,9916,0.00252576,0.00000000,0,0.00000000,354536,355220,1110,0.00000019
1523504486.68801498,0.01440656,10040,0.00282641,0.00000000,0,0.00000000,355220,355820,1055,0.00000020
1523504486.78887200,0.01449505,10108,0.00333209,0.00000000,0,0.00000000,355820,356391,1040,0.00000016
1523504486.88973093,0.01650239,10215,0.00397494,0.00000000,0,0.00000000,356196,356754,1034,0.00000014
1523504486.99058890,0.01694784,10322,0.00301124,0.00000000,0,0.00000000,356754,357306,1051,0.00000015
1523504487.09144807,0.01883987,10425,0.00408417,0.00000000,0,0.00000000,357306,357890,1077,0.00000020
1523504487.19230604,0.01503331,10514,0.00257984,0.00000000,0,0.00000000,357890,358484,1129,0.00000020
1523504487.29316401,0.01462918,10565,0.00284008,0.00000000,0,0.00000000,358484,359010,1010,0.00000016
1523504487.39402294,0.01541030,10640,0.00438745,0.00000000,0,0.00000000,359010,359358,1010,0.00000017
1523504487.49488091,0.01644200,10719,0.00288610,0.00000000,0,0.00000000,358181,358987,1052,0.00000061
1523504487.59574103,0.01383246,10802,0.00265220,0.00000000,0,0.00000000,358987,359566,999,0.00000020
1523504487.69659901,0.01673351,10889,0.00351995,0.00000000,0,0.00000000,359566,360242,1030,0.00000021
1523504487.79745603,0.01443885,10995,0.00260211,0.00000000,0,0.00000000,360242,360815,943,0.00000017
1523504487.89831400,0.01250956,11056,0.00354898,0.00000000,0,0.00000000,360815,361314,911,0.00000019
1523504487.99917293,0.01134084,8305,0.00177287,0.00000000,0,0.00000000,360560,361006,648,0.00000019
1523504488.10003090,0.01099022,8395,0.00208061,0.00000000,0,0.00000000,361006,361403,669,0.00000022
1523504488.20089006,0.01117245,8488,0.00186101,0.00000000,0,0.00000000,361403,361789,653,0.00000022
1523504488.30174899,0.01101883,8603,0.00166175,0.00000000,0,0.00000000,361789,362145,687,0.00000013
1523504488.40260696,0.01207636,8682,0.00282074,0.00000000,0,0.00000000,362145,362723,676,0.00000027
1523504488.50346494,0.01068842,8756,0.00160439,0.00000000,0,0.00000000,361732,362148,660,0.00000018
1523504488.60432291,0.01111288,8844,0.00186661,0.00000000,0,0.00000000,362148,362603,707,0.00000017
1523504488.70518088,0.00956339,8909,0.00170948,0.00000000,0,0.00000000,362603,363073,714,0.00000029
1523504488.80603909,0.01048043,8974,0.00165865,0.00000000,0,0.00000000,363073,363483,693,0.00000018
1523504488.90689802,0.01407071,9011,0.00274235,0.00000000,0,0.00000000,363483,363806,654,0.00000028
1523504489.00775790,0.01211837,9075,0.00225948,0.00000000,0,0.00000000,363806,364140,694,0.00000023
1523504489.10861492,0.01234456,9132,0.00218967,0.00000000,0,0.00000000,364140,364438,761,0.00000015
1523504489.20947289,0.01141719,9164,0.00180184,0.00000000,0,0.00000000,364438,364839,680,0.00000018
1523504489.31033111,0.01444254,9230,0.00327840,0.00000000,0,0.00000000,364839,365087,770,0.00000031
1523504489.41119003,0.01166982,9302,0.00248407,0.00000000,0,0.00000000,365087,365712,798,0.00000015
1523504489.51204705,0.01288005,9356,0.00205264,0.00000000,0,0.00000000,365005,365581,736,0.00000022
1523504489.61289907,0.01182551,9404,0.00196655,0.00000000,0,0.00000000,365570,366051,784,0.00000020
1523504489.71376395,0.01085229,9418,0.00173998,0.00000000,0,0.00000000,366051,366547,713,0.00000020
1523504489.81462312,0.01313997,9469,0.00202886,0.00000000,0,0.00000000,366547,366979,757,0.00000017
1523504489.91548109,0.01066337,9511,0.00160308,0.00000000,0,0.00000000,366821,367236,692,0.00000018
1523504490.01634002,0.01187684,9568,0.00173260,0.00000000,0,0.00000000,367236,367644,732,0.00000013
1523504490.11719799,0.01372714,9609,0.00326637,0.00000000,0,0.00000000,367644,367913,689,0.00000016
1523504490.21805596,0.01233478,9666,0.00159884,0.00000000,0,0.00000000,367913,368290,629,0.00000017
1523504490.31891489,0.01259657,9697,0.00211815,0.00000000,0,0.00000000,368290,368585,639,0.00000013
1523504490.41977310,0.01133819,9672,0.00242367,0.00000000,0,0.00000000,368227,368612,638,0.00000019
1523504490.52063107,0.01099528,9636,0.00142218,0.00000000,0,0.00000000,367680,368158,607,0.00000019
1523504490.62149000,0.01140476,9608,0.00187800,0.00000000,0,0.00000000,368158,368555,622,0.00000025
1523504490.72234797,0.01185664,9564,0.00244552,0.00000000,0,0.00000000,368555,369022,646,0.00000036
1523504490.82320595,0.01033229,9528,0.00127621,0.00000000,0,0.00000000,368421,368899,626,0.00000012
1523504490.92406392,0.00915975,9534,0.00131532,0.00000000,0,0.00000000,368842,369323,651,0.00000022
1523504491.02492189,0.01083110,9485,0.00143698,0.00000000,0,0.00000000,369323,369778,628,0.00000017
1523504491.12578201,0.01088737,9460,0.00148679,0.00000000,0,0.00000000,369778,370196,629,0.00000017
1523504491.22663999,0.01052762,9435,0.00134383,0.00000000,0,0.00000000,370196,370555,563,0.00000013
1523504491.32749701,0.01044515,9397,0.00130305,0.00000000,0,0.00000000,370555,370928,539,0.00000017
